City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Grindavik,IS,2022-04-23 18:13:42,63.8424,-22.4338,46.87,76,75,2.3
294,Rassvet,RU,2022-04-23 18:13:43,46.8333,40.75,54.7,84,58,0.67
295,Zhigansk,RU,2022-04-23 18:13:44,66.7697,123.3711,3.52,99,53,7.2
296,Tigil,RU,2022-04-23 18:13:44,57.8,158.6667,25.61,88,99,8.25
297,Schlitz,DE,2022-04-23 18:13:45,50.6742,9.561,57.79,62,99,10.71
298,Beloha,MG,2022-04-23 18:13:45,-25.1667,45.05,76.35,77,100,8.66
299,Hofn,IS,2022-04-23 18:13:46,64.2539,-15.2082,44.92,83,1,6.2
300,Taiobeiras,BR,2022-04-23 18:13:46,-15.8078,-42.2331,89.96,28,24,3.58
301,Safaga,EG,2022-04-23 18:13:47,26.7292,33.9365,77.63,48,0,2.82
302,Kon Tum,VN,2022-04-23 18:13:47,14.35,108.0,71.6,95,95,1.66
303,Havre-Saint-Pierre,CA,2022-04-23 18:13:48,50.2334,-63.5986,37.4,51,100,13.8
304,Suntar,RU,2022-04-23 18:13:48,62.1444,117.6319,20.25,96,94,2.3
305,Pato Branco,BR,2022-04-23 18:13:48,-26.2286,-52.6706,68.54,82,100,5.91
306,Lata,PT,2022-04-23 18:13:49,40.1629,-8.3327,58.91,66,44,8.32
307,Muros,ES,2022-04-23 18:13:49,42.7762,-9.0603,56.84,75,89,10.69
308,Qaqortoq,GL,2022-04-23 18:13:50,60.7167,-46.0333,35.62,99,100,4.63
309,Aswan,EG,2022-04-23 18:13:50,24.0934,32.907,84.58,7,0,10.51
310,Bo Rai,TH,2022-04-23 18:13:50,12.5728,102.5371,82.72,93,24,2.04
311,Tacna,PE,2022-04-23 18:13:51,-18.0056,-70.2483,70.0,56,0,6.91
312,Isangel,VU,2022-04-23 18:13:51,-19.55,169.2667,77.63,77,84,12.3
313,Norman Wells,CA,2022-04-23 18:13:52,65.282,-126.8329,32.04,55,0,13.8
314,Viedma,AR,2022-04-23 18:13:52,-40.8135,-62.9967,66.33,21,14,25.17
315,Huambo,AO,2022-04-23 18:13:53,-12.7761,15.7392,61.79,68,98,3.42
316,Karasjok,NO,2022-04-23 18:13:53,69.4719,25.5112,35.78,82,65,4.54
317,Port-Gentil,GA,2022-04-23 18:13:54,-0.7193,8.7815,80.56,89,40,6.91
318,Yerbogachen,RU,2022-04-23 18:13:54,61.2767,108.0108,21.47,95,99,3.62
319,Victoria Point,AU,2022-04-23 18:14:55,-27.5833,153.3,64.9,94,71,1.99
320,Korla,CN,2022-04-23 18:14:55,41.7597,86.1469,69.48,20,75,2.62
321,Makakilo City,US,2022-04-23 18:12:35,21.3469,-158.0858,75.52,72,40,11.5
322,Otradnoye,RU,2022-04-23 18:14:56,59.7775,30.8181,44.87,76,99,10.45
323,Yar-Sale,RU,2022-04-23 18:14:56,66.8333,70.8333,-5.78,100,61,5.26
324,Pervomayskiy,RU,2022-04-23 18:14:57,53.2485,40.2871,51.08,71,85,4.72
325,Mabaruma,GY,2022-04-23 18:14:57,8.2,-59.7833,85.42,59,69,7.65
326,Geraldton,AU,2022-04-23 18:14:58,-28.7667,114.6,70.21,40,36,20.71
327,Doba,TD,2022-04-23 18:14:59,8.65,16.85,94.19,28,70,3.33
328,Flinders,AU,2022-04-23 18:14:59,-34.5833,150.8552,56.25,90,14,3.0
329,Vangaindrano,MG,2022-04-23 18:14:59,-23.35,47.6,73.42,93,100,7.7
330,Cuiluan,CN,2022-04-23 18:15:00,47.72,128.648,36.59,95,73,16.22
331,Esna,EG,2022-04-23 18:15:00,25.2934,32.554,83.3,8,0,11.03
332,Jodar,ES,2022-04-23 18:10:17,37.8406,-3.3526,53.46,81,89,7.58
333,Buta,CD,2022-04-23 18:15:01,2.7858,24.73,77.2,69,65,1.25
334,Te Anau,NZ,2022-04-23 18:15:02,-45.4167,167.7167,50.63,92,100,4.29
335,Ancud,CL,2022-04-23 18:15:02,-41.8697,-73.8203,50.23,78,90,21.05
336,Husavik,IS,2022-04-23 18:15:03,66.0449,-17.3389,51.58,59,12,2.64
337,Senanga,ZM,2022-04-23 18:15:03,-16.1167,23.2667,70.21,54,56,2.39
338,Porlamar,VE,2022-04-23 18:15:03,10.958,-63.8491,81.37,69,12,12.84
339,Gamba,GA,2022-04-23 18:15:04,-2.65,10.0,78.33,87,98,2.44
340,Takoradi,GH,2022-04-23 18:15:05,4.8845,-1.7554,82.26,80,95,9.53
341,Faya,SA,2022-04-23 18:15:05,18.3851,42.4509,64.51,50,35,4.83
342,Nizhniy Baskunchak,RU,2022-04-23 18:15:06,48.2198,46.8311,50.88,81,45,7.14
343,Spencer,US,2022-04-23 18:15:06,43.1414,-95.1444,75.31,57,75,32.21
344,Xihe,CN,2022-04-23 18:15:07,31.6864,113.4659,66.61,87,19,3.71
345,Shingu,JP,2022-04-23 18:15:08,33.7333,135.9833,61.95,89,100,3.8
346,Olafsvik,IS,2022-04-23 18:15:08,64.8945,-23.7142,46.18,85,45,4.36
347,Inhambane,MZ,2022-04-23 18:15:09,-23.865,35.3833,73.92,85,27,5.14
348,Bathsheba,BB,2022-04-23 18:15:09,13.2167,-59.5167,84.81,61,40,14.97
349,Saint George,US,2022-04-23 18:15:10,37.1041,-113.5841,62.8,38,0,1.99
350,Portree,GB,2022-04-23 18:15:10,57.4129,-6.1942,51.53,78,1,9.28
351,Belmonte,BR,2022-04-23 18:15:11,-15.8631,-38.8828,83.64,67,77,7.16
352,Peleduy,RU,2022-04-23 18:15:12,59.6289,112.7406,22.87,98,100,1.77
353,Sorland,NO,2022-04-23 18:15:12,67.667,12.6934,41.61,81,13,7.63
354,Aklavik,CA,2022-04-23 18:15:13,68.2191,-135.0107,26.6,54,0,8.05
355,Amapa,BR,2022-04-23 18:15:13,1.0,-52.0,73.99,95,100,2.57
356,San Quintin,MX,2022-04-23 18:11:41,30.4833,-115.95,62.46,57,1,11.99
357,Manacapuru,BR,2022-04-23 18:15:14,-3.2997,-60.6206,85.35,69,76,1.28
358,Khash,IR,2022-04-23 18:15:14,28.2211,61.2158,71.56,13,20,6.44
359,Nouadhibou,MR,2022-04-23 18:15:14,20.931,-17.0347,71.58,56,9,19.57
360,Tilichiki,RU,2022-04-23 18:15:15,60.4667,166.1,13.64,95,100,7.94
361,Kulhudhuffushi,MV,2022-04-23 18:15:15,6.6221,73.07,84.58,72,98,6.2
362,Humenne,SK,2022-04-23 18:15:16,48.9371,21.9163,51.42,75,35,4.0
363,Stornoway,GB,2022-04-23 18:15:16,58.2093,-6.3865,48.92,83,40,18.41
364,Wenling,CN,2022-04-23 18:15:17,28.3669,121.36,64.65,99,95,4.76
365,Inta,RU,2022-04-23 18:15:18,66.0317,60.1659,8.38,95,18,5.77
366,Anadyr,RU,2022-04-23 18:15:18,64.75,177.4833,25.3,92,20,6.71
367,Yeppoon,AU,2022-04-23 18:15:19,-23.1333,150.7333,67.78,81,89,21.05
368,Eureka,US,2022-04-23 18:13:20,40.8021,-124.1637,53.2,83,27,4.0
369,Tiksi,RU,2022-04-23 18:16:19,71.6872,128.8694,1.36,100,100,3.24
370,Maragogi,BR,2022-04-23 18:16:20,-9.0122,-35.2225,83.35,73,99,9.55
371,Kautokeino,NO,2022-04-23 18:16:20,69.0125,23.0412,30.0,92,56,2.89
372,Champerico,GT,2022-04-23 18:16:21,14.3,-91.9167,91.94,59,6,9.08
373,Thinadhoo,MV,2022-04-23 18:16:21,0.5333,72.9333,85.03,73,58,11.56
374,Sinnamary,GF,2022-04-23 18:16:22,5.3833,-52.95,78.39,87,98,5.3
375,Palkino,RU,2022-04-23 18:16:22,57.5409,28.0126,55.15,65,100,10.11
376,Sur,OM,2022-04-23 18:16:23,22.5667,59.5289,86.79,45,16,8.32
377,Vao,NC,2022-04-23 18:16:23,-22.6667,167.4833,74.84,75,64,24.11
378,Ilulissat,GL,2022-04-23 18:16:24,69.2167,-51.1,26.62,93,75,8.05
379,Souillac,MU,2022-04-23 18:16:24,-20.5167,57.5167,77.38,69,75,17.27
380,Leningradskiy,RU,2022-04-23 18:16:25,69.3833,178.4167,18.52,96,100,2.28
381,Petropavlovsk-Kamchatskiy,RU,2022-04-23 18:16:25,53.0452,158.6483,30.79,100,100,2.24
382,Bugko,PH,2022-04-23 18:16:26,12.5356,124.7923,77.81,91,63,4.43
383,Abu Samrah,SY,2022-04-23 18:16:26,35.3029,37.1841,76.59,16,21,9.86
384,Kamsack,CA,2022-04-23 18:16:27,51.5667,-101.9009,34.12,99,100,19.93
385,Chaoyang,CN,2022-04-23 18:16:27,41.5703,120.4586,57.94,30,29,6.35
386,Japura,ID,2022-04-23 18:16:28,-0.3167,102.35,75.13,98,95,1.23
387,Salym,RU,2022-04-23 18:16:28,60.0625,71.4789,14.54,97,81,2.21
388,Oskaloosa,US,2022-04-23 18:16:29,41.2964,-92.6444,78.82,44,75,29.93
389,Palmas,BR,2022-04-23 18:16:29,-10.2128,-48.3603,87.67,62,40,4.61
390,Camopi,GF,2022-04-23 18:16:30,3.1655,-52.3158,75.97,90,100,1.74
391,Coquimbo,CL,2022-04-23 18:16:30,-29.9533,-71.3436,58.73,88,75,16.11
392,Patancheru,IN,2022-04-23 18:16:30,17.5314,78.265,83.26,35,36,4.36
393,Fort Nelson,CA,2022-04-23 18:16:31,58.8053,-122.7002,47.79,46,75,12.66
394,Quelimane,MZ,2022-04-23 18:16:31,-17.8786,36.8883,73.35,100,75,5.75
395,Ubinskoye,RU,2022-04-23 18:16:32,55.3068,79.6802,22.59,54,56,11.23
396,Lagos,NG,2022-04-23 18:16:32,6.5833,3.75,81.57,80,66,7.4
397,Iberia,US,2022-04-23 18:16:33,29.9502,-91.7507,82.96,57,75,21.85
398,Sile,TR,2022-04-23 18:16:33,41.1754,29.6133,65.07,55,6,5.57
399,Banjar,ID,2022-04-23 18:16:33,-8.19,114.9675,78.13,90,54,2.75
400,Hasaki,JP,2022-04-23 18:16:34,35.7333,140.8333,63.0,74,100,14.72
401,Kissidougou,GN,2022-04-23 18:16:34,9.1848,-10.0999,79.3,68,90,3.0
402,Gilbues,BR,2022-04-23 18:16:35,-9.8317,-45.3439,86.02,47,98,3.85
403,Nanortalik,GL,2022-04-23 18:16:35,60.1432,-45.2371,35.33,98,100,3.98
404,Xiantao,CN,2022-04-23 18:16:36,30.3833,113.4,69.13,84,13,5.01
405,Sao Pedro,BR,2022-04-23 18:16:36,-22.5486,-47.9139,76.84,55,84,11.1
406,Jalu,LY,2022-04-23 18:16:37,29.0331,21.5482,79.95,24,0,21.03
407,Maneadero,MX,2022-04-23 18:16:37,31.7167,-116.5667,65.1,65,1,4.0
408,Cairns,AU,2022-04-23 18:16:37,-16.9167,145.7667,76.95,83,100,10.36
409,Yaya,RU,2022-04-23 18:16:38,56.206,86.44,26.53,63,100,1.03
410,Grand Gaube,MU,2022-04-23 18:16:38,-20.0064,57.6608,77.4,71,47,7.0
411,Nizhneangarsk,RU,2022-04-23 18:16:39,55.7833,109.55,17.47,76,83,6.96
412,Dali,CN,2022-04-23 18:16:39,25.7,100.1833,57.61,86,7,5.75
413,Ust-Ilimsk,RU,2022-04-23 18:17:40,58.0006,102.6619,22.82,93,100,8.84
414,Alexandria,EG,2022-04-23 18:17:40,31.2156,29.9553,65.05,73,11,10.74
415,Port Shepstone,ZA,2022-04-23 18:17:40,-30.7414,30.455,67.95,86,97,7.29
416,Zeya,RU,2022-04-23 18:17:41,53.75,127.2667,27.9,89,37,6.11
417,Port Augusta,AU,2022-04-23 18:17:42,-32.5,137.7667,64.22,67,13,4.45
418,Tanabe,JP,2022-04-23 18:17:42,33.7333,135.3667,62.38,96,100,3.91
419,Salekhard,RU,2022-04-23 18:17:43,66.53,66.6019,-7.49,99,11,4.65
420,Porkhov,RU,2022-04-23 18:17:43,57.765,29.5561,48.92,72,99,8.28
421,Quatre Cocos,MU,2022-04-23 18:17:44,-20.2078,57.7625,77.11,64,42,19.22
422,Saravan,AM,2022-04-23 18:17:44,39.7196,45.6483,50.29,57,1,7.43
423,Moose Factory,CA,2022-04-23 18:17:45,51.2585,-80.6094,32.0,64,0,19.57
424,Linden,GY,2022-04-23 18:17:45,6.0,-58.3,83.88,74,92,3.67
425,Joura,IN,2022-04-23 18:17:46,26.3411,77.8115,90.81,13,4,1.9
426,Rawson,AR,2022-04-23 18:17:46,-43.3002,-65.1023,63.52,27,33,41.38
427,Dalbandin,PK,2022-04-23 18:17:47,28.8947,64.4101,85.01,13,100,15.48
428,Kloulklubed,PW,2022-04-23 18:17:47,7.0419,134.2556,75.7,72,89,6.11
429,Jutai,BR,2022-04-23 18:17:48,-5.1833,-68.9,88.05,61,77,5.44
430,Bushehr,IR,2022-04-23 18:17:48,28.9684,50.8385,73.49,60,0,4.61
431,Denpasar,ID,2022-04-23 18:17:49,-8.65,115.2167,82.06,88,20,6.91
432,Siva,EG,2022-04-23 18:17:49,29.2041,25.5195,78.01,14,92,5.73
433,Sumbuya,SL,2022-04-23 18:17:49,7.6467,-11.9611,87.64,59,56,8.88
434,Wainwright,CA,2022-04-23 18:15:09,52.839,-110.8572,45.36,59,46,7.25
435,Touros,BR,2022-04-23 18:15:02,-5.1989,-35.4608,79.52,85,100,12.62
436,Keti Bandar,PK,2022-04-23 18:17:50,24.1447,67.4497,81.93,75,96,14.16
437,Katherine,AU,2022-04-23 18:17:51,-14.4667,132.2667,79.12,41,99,10.36
438,Porto Torres,IT,2022-04-23 18:17:27,40.835,8.3972,60.98,79,71,13.49
439,Hami,CN,2022-04-23 18:17:52,42.8,93.45,67.01,23,7,10.09
440,Bac Lieu,VN,2022-04-23 18:17:52,9.285,105.7244,82.49,77,7,8.68
441,Margate,GB,2022-04-23 18:17:53,51.3813,1.3862,55.11,81,91,8.99
442,Novoorsk,RU,2022-04-23 18:17:53,51.381,58.9813,48.85,66,100,3.49
443,Santo Antonio Do Ica,BR,2022-04-23 18:17:54,-3.1022,-67.9397,86.85,69,91,2.42
444,Carman,CA,2022-04-23 18:15:13,49.4992,-98.0016,34.9,100,100,17.27
445,Moskovskiy,RU,2022-04-23 18:17:54,55.5991,37.355,53.69,52,0,4.47
446,Erzin,TR,2022-04-23 18:17:55,36.9559,36.2,73.15,33,3,7.54
447,Poshekhonye,RU,2022-04-23 18:17:55,58.4993,39.1353,43.9,88,85,7.61
448,Ust-Nera,RU,2022-04-23 18:17:56,64.5667,143.2,2.01,100,85,4.41
449,Sangar,RU,2022-04-23 18:17:56,63.9242,127.4739,1.99,99,88,1.36
450,Tautira,PF,2022-04-23 18:17:57,-17.7333,-149.15,78.22,79,100,8.84
451,Cabra,ES,2022-04-23 18:17:57,37.4725,-4.4421,51.87,86,99,13.82
452,Yelatma,RU,2022-04-23 18:17:58,54.9675,41.7508,48.38,70,57,4.56
453,Pangoa,PE,2022-04-23 18:17:58,-12.1167,-73.0,75.97,93,87,2.68
454,Gizo,SB,2022-04-23 18:17:59,-8.103,156.8419,81.52,79,99,8.59
455,Liyang,CN,2022-04-23 18:17:59,29.7057,118.2862,63.75,97,41,0.63
456,Amarante Do Maranhao,BR,2022-04-23 18:18:00,-5.5667,-46.7422,78.21,89,94,2.93
457,Cap Malheureux,MU,2022-04-23 18:19:00,-19.9842,57.6142,76.46,71,47,7.0
458,Bergen,NO,2022-04-23 18:15:15,60.392,5.328,57.61,44,20,8.05
459,Albertville,US,2022-04-23 18:19:01,34.2676,-86.2089,82.45,43,0,4.61
460,Honiara,SB,2022-04-23 18:16:24,-9.4333,159.95,77.58,88,73,3.2
461,Razam,IN,2022-04-23 18:19:02,18.4667,83.6667,83.7,70,88,8.9
462,Batagay-Alyta,RU,2022-04-23 18:19:02,67.8006,130.4114,2.1,98,99,4.61
463,Klaksvik,FO,2022-04-23 18:19:03,62.2266,-6.589,45.52,81,100,19.89
464,Ventspils,LV,2022-04-23 18:19:03,57.3894,21.5606,55.33,47,0,9.22
465,Louga,RU,2022-04-23 18:19:04,58.7372,29.8453,45.21,88,81,10.58
466,Mangrol,IN,2022-04-23 18:19:04,21.1167,70.1167,83.17,62,0,12.44
467,Chinsali,ZM,2022-04-23 18:19:05,-10.5414,32.0816,63.7,94,59,6.55
468,Beisfjord,NO,2022-04-23 18:19:05,68.3751,17.5988,44.65,78,13,0.83
469,Jinhua,CN,2022-04-23 18:19:06,29.1078,119.6547,65.75,95,86,2.33
470,Praya,CV,2022-04-23 18:16:00,14.9215,-23.5087,82.94,39,0,21.85
471,Myaundzha,RU,2022-04-23 18:19:06,63.0494,147.1858,-0.76,100,87,3.11
472,Salinopolis,BR,2022-04-23 18:19:07,-0.6136,-47.3561,74.55,94,100,7.78
473,Santa Ana,US,2022-04-23 18:19:07,33.7456,-117.8678,72.93,53,0,4.61
474,Auki,SB,2022-04-23 18:15:20,-8.7676,160.7034,76.28,85,60,3.38
475,Tatarsk,RU,2022-04-23 18:19:08,55.219,75.9828,23.9,55,39,9.73
476,San Cristobal,VE,2022-04-23 18:19:08,7.7669,-72.225,77.18,74,64,1.23
477,Valparaiso,CL,2022-04-23 18:19:09,-33.0393,-71.6273,75.43,49,0,11.5
478,Sarangani,PH,2022-04-23 18:19:09,5.4033,125.4636,82.67,73,100,11.54
479,Dabrowa Tarnowska,PL,2022-04-23 18:19:10,50.1746,20.9863,47.68,81,77,3.69
480,Mango,US,2022-04-23 18:19:11,27.9797,-82.3065,87.15,58,75,6.91
481,Tazovskiy,RU,2022-04-23 18:19:11,67.4667,78.7,-0.87,100,95,6.15
482,Praia,CV,2022-04-23 18:19:12,14.9215,-23.5087,82.94,39,0,21.85
483,Lagoa,PT,2022-04-23 18:19:12,39.05,-27.9833,57.18,61,67,24.58
484,Yaan,NG,2022-04-23 18:19:13,7.3833,8.5667,92.95,40,23,7.07
485,Aysha,RU,2022-04-23 18:19:13,55.8704,48.6319,44.46,66,46,3.74
486,Banff,CA,2022-04-23 18:19:14,51.1762,-115.5698,43.83,65,20,2.3
487,Aasiaat,GL,2022-04-23 18:19:14,68.7098,-52.8699,27.88,82,100,4.41
488,Odienne,CI,2022-04-23 18:19:15,9.51,-7.5692,83.64,55,100,4.0
489,Olga,RU,2022-04-23 18:19:15,43.7444,135.2892,45.68,63,100,14.7
490,Jiujiang,CN,2022-04-23 18:19:15,29.7333,115.9833,69.6,82,0,3.09
491,Birpur,IN,2022-04-23 18:19:16,26.5167,87.0167,82.49,32,0,7.49
492,Marsh Harbour,BS,2022-04-23 18:19:17,26.5412,-77.0636,74.43,65,14,19.42
493,Libertador General San Martin,AR,2022-04-23 18:19:17,-23.8064,-64.7876,69.98,83,99,4.12
494,Nemuro,JP,2022-04-23 18:19:17,43.3236,145.575,38.62,77,1,9.04
495,Osmanabad,IN,2022-04-23 18:16:13,18.1667,76.05,87.87,35,66,5.17
496,Natchitoches,US,2022-04-23 18:17:15,31.7668,-93.1335,83.25,57,75,12.66
497,Mahebourg,MU,2022-04-23 18:19:18,-20.4081,57.7,77.29,69,75,17.27
498,Pochutla,MX,2022-04-23 18:19:19,15.7432,-96.4661,90.82,43,4,9.73
499,Thessalon,CA,2022-04-23 18:15:17,46.2501,-83.5666,44.89,95,100,18.41
500,Nokia,FI,2022-04-23 18:19:19,61.4667,23.5,43.02,50,0,11.5
501,Tual,ID,2022-04-23 18:19:20,-5.6667,132.75,83.7,69,67,5.37
502,Pozo Colorado,PY,2022-04-23 18:19:21,-23.4923,-58.7972,88.12,50,79,3.87
503,Bilokurakyne,UA,2022-04-23 18:19:21,49.5341,38.7307,55.08,63,100,6.38
504,Buala,SB,2022-04-23 18:20:22,-8.145,159.5921,79.39,82,77,3.24
505,Kibaya,TZ,2022-04-23 18:20:22,-5.3,36.5667,60.37,92,92,3.56
506,Barra Patuca,HN,2022-04-23 18:20:23,15.8,-84.2833,83.14,67,49,6.62
507,Banapur,IN,2022-04-23 18:20:23,19.7833,85.1833,83.12,74,81,9.84
508,Shemonaikha,KZ,2022-04-23 18:20:23,50.6328,81.9056,35.91,52,3,2.55
509,Kieta,PG,2022-04-23 18:20:24,-6.2167,155.6333,80.01,80,100,3.18
510,Yanam,IN,2022-04-23 18:20:24,16.7333,82.2167,80.94,85,77,4.12
511,Conde,BR,2022-04-23 18:20:25,-7.2597,-34.9075,81.86,89,75,8.05
512,Berlevag,NO,2022-04-23 18:20:26,70.8578,29.0864,37.2,92,100,18.84
513,Pleshanovo,RU,2022-04-23 18:20:26,52.8333,53.4833,42.78,76,98,9.82
514,Andapa,MG,2022-04-23 18:20:27,-14.65,49.65,68.27,99,88,1.19
515,Mackay,AU,2022-04-23 18:20:26,-21.15,149.2,72.68,81,91,22.35
516,Khorixas,NA,2022-04-23 18:20:27,-20.3667,14.9667,74.62,39,9,14.72
517,Sogamoso,CO,2022-04-23 18:20:28,5.7143,-72.9339,64.29,75,85,2.37
518,Hosakote,IN,2022-04-23 18:20:28,14.2769,77.1699,86.09,31,78,7.02
519,Busembatia,UG,2022-04-23 18:20:29,0.7697,33.6131,65.14,95,86,6.64
520,Namatanai,PG,2022-04-23 18:20:29,-3.6667,152.4333,79.12,82,92,6.51
521,Bousse,BF,2022-04-23 18:20:30,12.6606,-1.8922,101.84,9,86,9.4
522,Romitan,UZ,2022-04-23 18:20:30,39.9343,64.3814,67.95,68,0,6.91
523,Nishihara,JP,2022-04-23 18:20:30,26.1842,127.7558,75.25,100,75,9.22
524,Byron Bay,AU,2022-04-23 18:20:31,-28.65,153.6167,62.94,84,97,10.67
525,Bhachau,IN,2022-04-23 18:20:31,23.2833,70.35,85.5,27,1,9.82
526,Mayahi,NE,2022-04-23 18:20:32,13.9553,7.6712,98.76,14,41,5.68
527,Whitehorse,CA,2022-04-23 18:20:32,60.7161,-135.0538,44.02,56,75,11.5
528,Kharp,RU,2022-04-23 18:20:33,66.8014,65.8081,-2.24,92,43,6.69
529,Tungor,RU,2022-04-23 18:20:33,53.3808,142.9564,17.11,98,47,4.54
530,Burley,US,2022-04-23 18:20:33,42.5357,-113.7928,49.3,43,0,16.11
531,Kuito,AO,2022-04-23 18:20:34,-12.3833,16.9333,61.61,70,98,3.06
532,Maralal,KE,2022-04-23 18:17:13,1.0968,36.698,62.47,79,99,7.05
533,Taoudenni,ML,2022-04-23 18:20:35,22.6783,-3.9836,91.15,8,17,13.53
534,Merauke,ID,2022-04-23 18:20:35,-8.4667,140.3333,80.06,82,100,5.5
535,Montepuez,MZ,2022-04-23 18:20:36,-13.1256,38.9997,69.64,95,27,0.43
536,Cafarnaum,BR,2022-04-23 18:20:36,-11.6936,-41.4683,86.88,35,45,9.04
537,Daru,PG,2022-04-23 18:20:37,-9.0763,143.2092,77.65,88,100,6.17
538,Palin,GT,2022-04-23 18:20:37,14.4056,-90.6983,80.98,51,22,5.75
539,Natal,BR,2022-04-23 18:20:38,-5.795,-35.2094,74.05,100,100,9.22
540,Bhaderwah,IN,2022-04-23 18:20:39,32.9784,75.7186,50.58,85,66,2.53
541,Moron,AR,2022-04-23 18:20:40,-34.6534,-58.6198,73.02,47,4,9.98
542,Yambio,SS,2022-04-23 18:20:40,4.5721,28.3955,72.01,87,92,3.78
543,Anori,BR,2022-04-23 18:20:41,-3.7728,-61.6442,82.74,87,58,3.8
544,Guaratinga,BR,2022-04-23 18:20:41,-16.5667,-39.5667,91.92,39,37,7.7
545,Paamiut,GL,2022-04-23 18:20:42,61.994,-49.6678,32.07,95,100,10.49
546,Demirci,TR,2022-04-23 18:20:42,39.0461,28.6589,59.04,46,20,2.84
547,Oranjemund,NA,2022-04-23 18:20:43,-28.55,16.4333,56.25,85,2,17.56
548,Saint-Georges,GD,2022-04-23 18:18:29,12.0564,-61.7485,82.08,69,40,25.32
549,Cravo Norte,CO,2022-04-23 18:20:43,6.3017,-70.2041,89.53,48,65,6.73
550,Bataipora,BR,2022-04-23 18:20:44,-22.2953,-53.2711,78.15,78,100,4.32
551,Plettenberg Bay,ZA,2022-04-23 18:20:44,-34.0527,23.3716,61.48,84,94,2.84
552,Penarroya-Pueblonuevo,ES,2022-04-23 18:20:45,38.3,-5.2667,55.45,74,100,9.08
553,Saldanha,ZA,2022-04-23 18:20:45,-33.0117,17.9442,55.45,71,0,23.62
554,Saint Anthony,US,2022-04-23 18:21:46,45.0205,-93.218,70.79,73,100,29.93
555,Ukiah,US,2022-04-23 18:20:19,39.1502,-123.2078,64.36,65,0,3.0
556,Comodoro Rivadavia,AR,2022-04-23 18:21:47,-45.8667,-67.5,60.66,36,20,40.29
557,Ekhinos,GR,2022-04-23 18:21:47,41.2833,24.9667,55.8,88,18,1.74
558,Kathmandu,NP,2022-04-23 18:19:13,27.7167,85.3167,66.42,63,20,3.44
559,Saint-Leu,RE,2022-04-23 18:21:48,-21.15,55.2833,74.32,74,88,1.61
560,Betsiamites,CA,2022-04-23 18:21:48,48.9413,-68.646,37.49,46,31,16.08
561,Vorontsovka,RU,2022-04-23 18:21:49,50.6132,40.3549,52.77,66,93,3.76
562,Rapid Valley,US,2022-04-23 18:21:49,44.0625,-103.1463,33.62,92,100,46.04
563,Amga,RU,2022-04-23 18:21:50,60.8953,131.9608,23.7,96,100,1.16
564,Marienburg,PL,2022-04-23 18:21:50,54.0359,19.0266,50.58,90,12,8.93
565,Peniche,PT,2022-04-23 18:21:50,39.3558,-9.3811,60.3,82,4,12.06
566,Luau,AO,2022-04-23 18:21:51,-10.7073,22.2247,66.65,89,87,1.12
567,Saint-Michel-Des-Saints,CA,2022-04-23 18:21:51,46.6834,-73.9159,42.94,55,100,5.21
568,Waingapu,ID,2022-04-23 18:21:52,-9.6567,120.2641,77.85,86,31,6.26
569,Launceston,AU,2022-04-23 18:21:53,-41.45,147.1667,44.15,93,13,0.0
570,Huntsville,US,2022-04-23 18:20:44,34.7304,-86.5861,82.26,46,0,13.8
571,Pangnirtung,CA,2022-04-23 18:21:53,66.1451,-65.7125,10.4,72,0,4.61
572,Micheweni,TZ,2022-04-23 18:21:54,-4.9667,39.8333,81.84,79,28,8.25
573,Sobolevo,RU,2022-04-23 18:21:54,54.4299,31.8996,46.09,90,100,13.29
574,Hovd,MN,2022-04-23 18:21:55,48.0056,91.6419,46.13,41,23,4.21
575,Fairbanks,US,2022-04-23 18:19:25,64.8378,-147.7164,43.61,44,0,4.61
576,Honningsvag,NO,2022-04-23 18:21:55,70.9821,25.9704,40.75,87,100,17.27
577,Providencia,MX,2022-04-23 18:21:56,28.7167,-111.5833,83.21,33,0,9.31
578,Cockburn Town,TC,2022-04-23 18:21:56,21.4612,-71.1419,77.81,71,100,18.1
579,Alta Floresta,BR,2022-04-23 18:21:57,-9.8756,-56.0861,91.22,58,40,3.44
580,Corinto,GR,2022-04-23 18:21:57,37.9407,22.9573,65.41,65,40,4.03
581,Bulembu,SZ,2022-04-23 18:21:58,-25.9667,31.1333,58.84,97,41,0.74
582,Mitsamiouli,KM,2022-04-23 18:21:59,-11.3847,43.2844,81.46,75,100,11.56
583,Yatou,CN,2022-04-23 18:21:59,37.15,122.3833,48.09,95,0,9.33
584,Palana,RU,2022-04-23 18:20:51,59.1167,159.9667,18.03,87,99,6.33
585,Panji,ID,2022-04-23 18:22:00,-7.7253,114.0995,75.79,90,94,3.96
586,Tambovka,RU,2022-04-23 18:22:01,50.0969,128.0489,39.67,65,100,20.74
587,Plouzane,FR,2022-04-23 18:22:01,48.3833,-4.6167,57.25,74,0,12.66
588,Liuli,TZ,2022-04-23 18:22:02,-11.0833,34.6333,76.06,81,21,7.47
589,Tocopilla,CL,2022-04-23 18:22:03,-22.092,-70.1979,69.76,68,23,4.61
590,Corn Island,NI,2022-04-23 18:22:03,12.1694,-83.0418,79.92,79,56,9.73
591,Baixa Grande,BR,2022-04-23 18:22:04,-11.9597,-40.1681,89.13,38,38,8.52
